alignment	phase	planet	operation	row	slot	character_name	baseId
DS	5	Malachor	1	3	5	Darth Malgus	DARTHMALGUS
DS	5	Malachor	2	1	1	Lord Vader	LORDVADER
DS	5	Malachor	2	1	2	Scythe	SCYTHE
DS	5	Malachor	2	1	3	Darth Malak	DARTHMALAK
DS	5	Malachor	2	1	4	Nightsister Zombie	NIGHTSISTERZOMBIE
DS	5	Malachor	2	1	5	Talia	TALIA
DS	5	Malachor	2	2	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
DS	5	Malachor	2	2	2	Darth Malgus	DARTHMALGUS
DS	5	Malachor	2	2	3	Starkiller	STARKILLER
DS	5	Malachor	2	2	4	First Order SF TIE Pilot	FIRSTORDERSPECIALFORCESPILOT
DS	5	Malachor	2	2	5	Tusken Shaman	TUSKENSHAMAN
DS	5	Malachor	2	3	1	Lord Vader	LORDVADER
DS	5	Malachor	2	3	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	5	Malachor	2	3	3	Grand Inquisitor	GRANDINQUISITOR
DS	5	Malachor	2	3	4	Kylo Ren	KYLOREN
DS	5	Malachor	2	3	5	Scythe	SCYTHE
DS	5	Malachor	3	1	1	Executor	CAPITALEXECUTOR
DS	5	Malachor	3	1	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	5	Malachor	3	1	3	Darth Malak	DARTHMALAK
DS	5	Malachor	3	1	4	First Order TIE Pilot	FIRSTORDERTIEPILOT
DS	5	Malachor	3	1	5	Wampa	WAMPA
DS	5	Malachor	3	2	1	Lord Vader	LORDVADER
DS	5	Malachor	3	2	2	Scythe	SCYTHE
DS	5	Malachor	3	2	3	Starkiller	STARKILLER
DS	5	Malachor	3	2	4	Gauntlet Starfighter	GAUNTLETSTARFIGHTER
DS	5	Malachor	3	2	5	IG-88	IG88
DS	5	Malachor	3	3	1	Lord Vader	LORDVADER
DS	5	Malachor	3	3	2	Scythe	SCYTHE
DS	5	Malachor	3	3	3	Darth Malak	DARTHMALAK
DS	5	Malachor	3	3	4	Jango Fett	JANGOFETT
DS	5	Malachor	3	3	5	Maul	MAULS7
DS	5	Malachor	4	1	1	Sith Eternal Emperor	SITHPALPATINE
DS	5	Malachor	4	1	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	5	Malachor	4	1	3	Starkiller	STARKILLER
DS	5	Malachor	4	1	4	Snowtrooper	SNOWTROOPER
DS	5	Malachor	4	1	5	Hyena Bomber	HYENABOMBER
DS	5	Malachor	4	2	1	Sith Eternal Emperor	SITHPALPATINE
DS	5	Malachor	4	2	2	Darth Malgus	DARTHMALGUS
DS	5	Malachor	4	2	3	Starkiller	STARKILLER
DS	5	Malachor	4	2	4	Executrix	CAPITALSTARDESTROYER
DS	5	Malachor	4	2	5	Count Dooku	COUNTDOOKU
DS	5	Malachor	4	3	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
DS	5	Malachor	4	3	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	5	Malachor	4	3	3	Darth Malak	DARTHMALAK
DS	5	Malachor	4	3	4	Geonosian Soldier	GEONOSIANSOLDIER
DS	5	Malachor	4	3	5	Geonosian Soldier's Starfighter	GEONOSIANSTARFIGHTER2
DS	5	Malachor	5	1	1	Executor	CAPITALEXECUTOR
DS	5	Malachor	5	1	2	Scythe	SCYTHE
DS	5	Malachor	5	1	3	Grand Inquisitor	GRANDINQUISITOR
DS	5	Malachor	5	1	4	Magmatrooper	MAGMATROOPER
DS	5	Malachor	5	1	5	Sith Empire Trooper	SITHTROOPER
DS	5	Malachor	5	2	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
DS	5	Malachor	5	2	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	5	Malachor	5	2	3	Starkiller	STARKILLER
DS	5	Malachor	5	2	4	Colonel Starck	COLONELSTARCK
DS	5	Malachor	5	2	5	IG-88	IG88
DS	5	Malachor	5	3	1	Sith Eternal Emperor	SITHPALPATINE
DS	5	Malachor	5	3	2	Darth Malgus	DARTHMALGUS
DS	5	Malachor	5	3	3	Starkiller	STARKILLER
DS	5	Malachor	5	3	4	Kylo Ren (Unmasked)	KYLORENUNMASKED
DS	5	Malachor	5	3	5	IG-2000	IG2000
DS	5	Malachor	6	1	1	Sith Eternal Emperor	SITHPALPATINE
DS	5	Malachor	6	1	2	Maul	MAULS7
DS	5	Malachor	6	1	3	Starkiller	STARKILLER
DS	5	Malachor	6	1	4	B-28 Extinction-class Bomber	SITHBOMBER
DS	5	Malachor	6	1	5	First Order TIE Fighter	TIEFIGHTERFIRSTORDER
DS	5	Malachor	6	2	1	Executor	CAPITALEXECUTOR
DS	5	Malachor	6	2	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	5	Malachor	6	2	3	Darth Malak	DARTHMALAK
DS	5	Malachor	6	2	4	Iden Versio	IDENVERSIOEMPIRE
DS	5	Malachor	6	2	5	First Order Officer	FIRSTORDEROFFICERMALE
DS	5	Malachor	6	3	1	Sith Eternal Emperor	SITHPALPATINE
DS	5	Malachor	6	3	2	Maul	MAULS7
DS	5	Malachor	6	3	3	Starkiller	STARKILLER
DS	5	Malachor	6	3	4	Moff Gideon	MOFFGIDEONS1
DS	5	Malachor	6	3	5	IG-88	IG88
DS	6	Death Star	1	1	1	Sith Eternal Emperor	SITHPALPATINE
DS	6	Death Star	1	1	2	Maul	MAULS7
DS	6	Death Star	1	1	3	Hondo Ohnaka	HONDO
DS	6	Death Star	1	1	4	Savage Opress	SAVAGEOPRESS
DS	6	Death Star	1	1	5	Ugnaught	UGNAUGHT
DS	6	Death Star	1	2	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
DS	6	Death Star	1	2	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	6	Death Star	1	2	3	Executrix	CAPITALSTARDESTROYER
DS	6	Death Star	1	2	4	Nightsister Acolyte	NIGHTSISTERACOLYTE
DS	6	Death Star	1	2	5	Imperial Super Commando	IMPERIALSUPERCOMMANDO
DS	6	Death Star	1	3	1	Lord Vader	LORDVADER
DS	6	Death Star	1	3	2	Maul	MAULS7
DS	6	Death Star	1	3	3	Hyena Bomber	HYENABOMBER
DS	6	Death Star	1	3	4	Ninth Sister	NINTHSISTER
DS	6	Death Star	1	3	5	Geonosian Spy's Starfighter	GEONOSIANSTARFIGHTER3
DS	6	Death Star	2	1	1	Executor	CAPITALEXECUTOR
DS	6	Death Star	2	1	2	Scythe	SCYTHE
DS	6	Death Star	2	1	3	Nightsister Spirit	NIGHTSISTERSPIRIT
DS	6	Death Star	2	1	4	B1 Battle Droid	B1BATTLEDROIDV2
DS	6	Death Star	2	1	5	Emperor's Shuttle	EMPERORSSHUTTLE
DS	6	Death Star	2	2	1	Lord Vader	LORDVADER
DS	6	Death Star	2	2	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	6	Death Star	2	2	3	Imperial Super Commando	IMPERIALSUPERCOMMANDO
DS	6	Death Star	2	2	4	Malevolence	CAPITALMALEVOLENCE
DS	6	Death Star	2	2	5	Krrsantan	KRRSANTAN
DS	6	Death Star	2	3	1	Executor	CAPITALEXECUTOR
DS	6	Death Star	2	3	2	Maul	MAULS7
DS	6	Death Star	2	3	3	Ugnaught	UGNAUGHT
DS	6	Death Star	2	3	4	Royal Guard	ROYALGUARD
DS	6	Death Star	2	3	5	Count Dooku	COUNTDOOKU
DS	6	Death Star	3	1	1	Executor	CAPITALEXECUTOR
DS	6	Death Star	3	1	2	Darth Malgus	DARTHMALGUS
DS	6	Death Star	3	1	3	IG-88	IG88
DS	6	Death Star	3	1	4	Malevolence	CAPITALMALEVOLENCE
DS	6	Death Star	3	1	5	Hondo Ohnaka	HONDO
DS	6	Death Star	3	2	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
DS	6	Death Star	3	2	2	Maul	MAULS7
DS	6	Death Star	3	2	3	Hyena Bomber	HYENABOMBER
DS	6	Death Star	3	2	4	Jawa Engineer	JAWAENGINEER
DS	6	Death Star	3	2	5	URoRRuR'R'R	URORRURRR
DS	6	Death Star	3	3	1	Lord Vader	LORDVADER
DS	6	Death Star	3	3	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	6	Death Star	3	3	3	Darth Talon	DARTHTALON
DS	6	Death Star	3	3	4	Mara Jade, The Emperor's Hand	MARAJADE
DS	6	Death Star	3	3	5	Hound's Tooth	HOUNDSTOOTH
DS	6	Death Star	4	1	1	Lord Vader	LORDVADER
DS	6	Death Star	4	1	2	Scythe	SCYTHE
DS	6	Death Star	4	1	3	General Hux	GENERALHUX
DS	6	Death Star	4	1	4	Jawa	JAWA
DS	6	Death Star	4	1	5	Darth Maul	MAUL
DS	6	Death Star	4	2	1	Sith Eternal Emperor	SITHPALPATINE
DS	6	Death Star	4	2	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	6	Death Star	4	2	3	Count Dooku	COUNTDOOKU
DS	6	Death Star	4	2	4	Shoretrooper	SHORETROOPER
DS	6	Death Star	4	2	5	Range Trooper	RANGETROOPER
DS	6	Death Star	4	3	1	Lord Vader	LORDVADER
DS	6	Death Star	4	3	2	Darth Malgus	DARTHMALGUS
DS	6	Death Star	4	3	3	Geonosian Brood Alpha	GEONOSIANBROODALPHA
DS	6	Death Star	4	3	4	IG-100 MagnaGuard	MAGNAGUARD
DS	6	Death Star	4	3	5	Asajj Ventress	ASAJVENTRESS
DS	6	Death Star	5	1	1	Executor	CAPITALEXECUTOR
DS	6	Death Star	5	1	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	6	Death Star	5	1	3	Tusken Raider	TUSKENRAIDER
DS	6	Death Star	5	1	4	Sith Trooper	FOSITHTROOPER
DS	6	Death Star	5	1	5	Geonosian Soldier	GEONOSIANSOLDIER
DS	6	Death Star	5	2	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
DS	6	Death Star	5	2	2	Darth Malgus	DARTHMALGUS
DS	6	Death Star	5	2	3	Fifth Brother	FIFTHBROTHER
DS	6	Death Star	5	2	4	Geonosian Spy	GEONOSIANSPY
DS	6	Death Star	5	2	5	HK-47	HK47
DS	6	Death Star	5	3	1	Lord Vader	LORDVADER
DS	6	Death Star	5	3	2	Boba Fett, Scion of Jango	BOBAFETTSCION
DS	6	Death Star	5	3	3	Grand Moff Tarkin	GRANDMOFFTARKIN
DS	6	Death Star	5	3	4	Emperor's Shuttle	EMPERORSSHUTTLE
DS	6	Death Star	5	3	5	Nightsister Acolyte	NIGHTSISTERACOLYTE
DS	6	Death Star	6	1	1	Lord Vader	LORDVADER
DS	6	Death Star	6	1	2	Maul	MAULS7
DS	6	Death Star	6	1	3	Jawa Scavenger	JAWASCAVENGER
DS	6	Death Star	6	1	4	B2 Super Battle Droid	B2SUPERBATTLEDROID
DS	6	Death Star	6	1	5	Hondo Ohnaka	HONDO
DS	6	Death Star	6	2	1	Executor	CAPITALEXECUTOR
DS	6	Death Star	6	2	2	Scythe	SCYTHE
DS	6	Death Star	6	2	3	Geonosian Brood Alpha	GEONOSIANBROODALPHA
DS	6	Death Star	6	2	4	Zam Wesell	ZAMWESELL
DS	6	Death Star	6	2	5	Kylo Ren (Unmasked)	KYLORENUNMASKED
DS	6	Death Star	6	3	1	Supreme Leader Kylo Ren	SUPREMELEADERKYLOREN
DS	6	Death Star	6	3	2	Darth Malgus	DARTHMALGUS
DS	6	Death Star	6	3	3	Hyena Bomber	HYENABOMBER
DS	6	Death Star	6	3	4	IG-86 Sentinel Droid	IG86SENTINELDROID
DS	6	Death Star	6	3	5	IG-88	IG88
LS	1	Coruscant	1	1	1	General Skywalker	GENERALSKYWALKER
LS	1	Coruscant	1	1	2	The Mandalorian (Beskar Armor)	THEMANDALORIANBESKARARMOR
LS	1	Coruscant	1	1	3	Rey (Jedi Training)	REYJEDITRAINING
LS	1	Coruscant	1	1	4	Greef Karga	GREEFKARGA
LS	1	Coruscant	1	1	5	Hermit Yoda	HERMITYODA
LS	1	Coruscant	1	2	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	1	Coruscant	1	2	2	BB-8	BB8
LS	1	Coruscant	1	2	3	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	1	Coruscant	1	2	4	CC-2224 "Cody"	CC2224
LS	1	Coruscant	1	2	5	Barriss Offee	BARRISSOFFEE
LS	1	Coruscant	1	3	1	General Skywalker	GENERALSKYWALKER
LS	1	Coruscant	1	3	2	R2-D2	R2D2_LEGENDARY
LS	1	Coruscant	1	3	3	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	1	Coruscant	1	3	4	L3-37	L3_37
LS	1	Coruscant	1	3	5	Phantom II	PHANTOM2
LS	1	Coruscant	2	1	1	General Skywalker	GENERALSKYWALKER
LS	1	Coruscant	2	1	2	BB-8	BB8
LS	1	Coruscant	2	1	3	Chewbacca	CHEWBACCALEGENDARY
LS	1	Coruscant	2	1	4	Resistance X-wing	XWINGRESISTANCE
LS	1	Coruscant	2	1	5	Hermit Yoda	HERMITYODA
LS	1	Coruscant	2	2	1	General Skywalker	GENERALSKYWALKER
LS	1	Coruscant	2	2	2	BB-8	BB8
LS	1	Coruscant	2	2	3	The Mandalorian (Beskar Armor)	THEMANDALORIANBESKARARMOR
LS	1	Coruscant	2	2	4	Jyn Erso	JYNERSO
LS	1	Coruscant	2	2	5	Sana Starros	SANASTARROS
LS	1	Coruscant	2	3	1	General Skywalker	GENERALSKYWALKER
LS	1	Coruscant	2	3	2	The Mandalorian (Beskar Armor)	THEMANDALORIANBESKARARMOR
LS	1	Coruscant	2	3	3	Chewbacca	CHEWBACCALEGENDARY
LS	1	Coruscant	2	3	4	Sana Starros	SANASTARROS
LS	1	Coruscant	2	3	5	Home One	CAPITALMONCALAMARICRUISER
LS	1	Coruscant	3	1	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	1	Coruscant	3	1	2	Rey (Jedi Training)	REYJEDITRAINING
LS	1	Coruscant	3	1	3	Grand Master Yoda	GRANDMASTERYODA
LS	1	Coruscant	3	1	4	Threepio & Chewie	C3POCHEWBACCA
LS	1	Coruscant	3	1	5	Hermit Yoda	HERMITYODA
LS	1	Coruscant	3	2	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	1	Coruscant	3	2	2	R2-D2	R2D2_LEGENDARY
LS	1	Coruscant	3	2	3	BB-8	BB8
LS	1	Coruscant	3	2	4	Umbaran Starfighter	UMBARANSTARFIGHTER
LS	1	Coruscant	3	2	5	Ahsoka Tano (Fulcrum)	FULCRUMAHSOKA
LS	1	Coruscant	3	3	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	1	Coruscant	3	3	2	Padm̩ Amidala	PADMEAMIDALA
LS	1	Coruscant	3	3	3	C-3PO	C3POLEGENDARY
LS	1	Coruscant	3	3	4	Sana Starros	SANASTARROS
LS	1	Coruscant	3	3	5	The Armorer	ARMORER
LS	1	Coruscant	4	1	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	1	Coruscant	4	1	2	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	1	Coruscant	4	1	3	General Kenobi	GENERALKENOBI
LS	1	Coruscant	4	1	4	Lobot	LOBOT
LS	1	Coruscant	4	1	5	Han Solo	HANSOLO
LS	1	Coruscant	4	2	1	General Skywalker	GENERALSKYWALKER
LS	1	Coruscant	4	2	2	The Mandalorian (Beskar Armor)	THEMANDALORIANBESKARARMOR
LS	1	Coruscant	4	2	3	Logray	LOGRAY
LS	1	Coruscant	4	2	4	Plo Koon's Jedi Starfighter	BLADEOFDORIN
LS	1	Coruscant	4	2	5	Visas Marr	VISASMARR
LS	1	Coruscant	4	3	1	General Skywalker	GENERALSKYWALKER
LS	1	Coruscant	4	3	2	C-3PO	C3POLEGENDARY
LS	1	Coruscant	4	3	3	Han Solo	HANSOLO
LS	1	Coruscant	4	3	4	Hondo Ohnaka	HONDO
LS	1	Coruscant	4	3	5	Anakin's Eta-2 Starfighter	JEDISTARFIGHTERANAKIN
LS	1	Coruscant	5	1	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	1	Coruscant	5	1	2	BB-8	BB8
LS	1	Coruscant	5	1	3	Han Solo	HANSOLO
LS	1	Coruscant	5	1	4	Jolee Bindo	JOLEEBINDO
LS	1	Coruscant	5	1	5	Logray	LOGRAY
LS	1	Coruscant	5	2	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	1	Coruscant	5	2	2	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	1	Coruscant	5	2	3	Hermit Yoda	HERMITYODA
LS	1	Coruscant	5	2	4	Teebo	TEEBO
LS	1	Coruscant	5	2	5	Kuiil	KUIIL
LS	1	Coruscant	5	3	1	Jedi Knight Luke Skywalker	JEDIKNIGHTLUKE
LS	1	Coruscant	5	3	2	The Mandalorian (Beskar Armor)	THEMANDALORIANBESKARARMOR
LS	1	Coruscant	5	3	3	General Kenobi	GENERALKENOBI
LS	1	Coruscant	5	3	4	Threepio & Chewie	C3POCHEWBACCA
LS	1	Coruscant	5	3	5	Phantom II	PHANTOM2
LS	1	Coruscant	6	1	1	General Skywalker	GENERALSKYWALKER
LS	1	Coruscant	6	1	2	C-3PO	C3POLEGENDARY
LS	1	Coruscant	6	1	3	Ki-Adi-Mundi	KIADIMUNDI
LS	1	Coruscant	6	1	4	Sabine Wren	SABINEWRENS3
LS	1	Coruscant	6	1	5	Hermit Yoda	HERMITYODA
LS	1	Coruscant	6	2	1	General Skywalker	GENERALSKYWALKER
LS	1	Coruscant	6	2	2	Grand Master Yoda	GRANDMASTERYODA
LS	1	Coruscant	6	2	3	Hermit Yoda	HERMITYODA
LS	1	Coruscant	6	2	4	Amilyn Holdo	AMILYNHOLDO
LS	1	Coruscant	6	2	5	Zaalbar	ZAALBAR
LS	1	Coruscant	6	3	1	General Skywalker	GENERALSKYWALKER
LS	1	Coruscant	6	3	2	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	1	Coruscant	6	3	3	Rebel Officer Leia Organa	HOTHLEIA
LS	1	Coruscant	6	3	4	Sana Starros	SANASTARROS
LS	1	Coruscant	6	3	5	Raven's Claw	RAVENSCLAW
LS	2	Bracca	1	1	1	Boushh (Leia Organa)	BOUSHH
LS	2	Bracca	1	1	2	Razor Crest	RAZORCREST
LS	2	Bracca	1	1	3	Wedge Antilles	WEDGEANTILLES
LS	2	Bracca	1	1	4	L3-37	L3_37
LS	2	Bracca	1	1	5	Ghost	GHOST
LS	2	Bracca	1	2	1	Admiral Raddus	ADMIRALRADDUS
LS	2	Bracca	1	2	2	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	2	Bracca	1	2	3	Poe Dameron's X-wing	XWINGBLACKONE
LS	2	Bracca	1	2	4	Clone Sergeant - Phase I	CLONESERGEANTPHASEI
LS	2	Bracca	1	2	5	R2-D2	R2D2_LEGENDARY
LS	2	Bracca	1	3	1	Rey	GLREY
LS	2	Bracca	1	3	2	Razor Crest	RAZORCREST
LS	2	Bracca	1	3	3	BTL-B Y-wing Starfighter	YWINGCLONEWARS
LS	2	Bracca	1	3	4	Juhani	JUHANI
LS	2	Bracca	1	3	5	Outrider	OUTRIDER
LS	2	Bracca	2	1	1	Young Han Solo	YOUNGHAN
LS	2	Bracca	2	1	2	Razor Crest	RAZORCREST
LS	2	Bracca	2	1	3	Pao	PAO
LS	2	Bracca	2	1	4	Chewbacca	CHEWBACCALEGENDARY
LS	2	Bracca	2	1	5	Mon Mothma	MONMOTHMA
LS	2	Bracca	2	2	1	Aayla Secura	AAYLASECURA
LS	2	Bracca	2	2	2	Ben Solo	BENSOLO
LS	2	Bracca	2	2	3	Jedi Consular's Starfighter	JEDISTARFIGHTERCONSULAR
LS	2	Bracca	2	2	4	BB-8	BB8
LS	2	Bracca	2	2	5	C-3PO	C3POLEGENDARY
LS	2	Bracca	2	3	1	Profundity	CAPITALPROFUNDITY
LS	2	Bracca	2	3	2	Razor Crest	RAZORCREST
LS	2	Bracca	2	3	3	ARC Trooper	ARCTROOPER501ST
LS	2	Bracca	2	3	4	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	2	Bracca	2	3	5	BTL-B Y-wing Starfighter	YWINGCLONEWARS
LS	2	Bracca	3	1	1	Endurance	CAPITALJEDICRUISER
LS	2	Bracca	3	1	2	Ben Solo	BENSOLO
LS	2	Bracca	3	1	3	CT-21-0408 "Echo"	CT210408
LS	2	Bracca	3	1	4	Grand Master Yoda	GRANDMASTERYODA
LS	2	Bracca	3	1	5	Ebon Hawk	EBONHAWK
LS	2	Bracca	3	2	1	Greef Karga	GREEFKARGA
LS	2	Bracca	3	2	2	Ben Solo	BENSOLO
LS	2	Bracca	3	2	3	Kanan Jarrus	KANANJARRUSS3
LS	2	Bracca	3	2	4	BB-8	BB8
LS	2	Bracca	3	2	5	Rey (Jedi Training)	REYJEDITRAINING
LS	2	Bracca	3	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	2	Bracca	3	3	2	Ben Solo	BENSOLO
LS	2	Bracca	3	3	3	Rose Tico	ROSETICO
LS	2	Bracca	3	3	4	Grand Master Yoda	GRANDMASTERYODA
LS	2	Bracca	3	3	5	Enfys Nest	ENFYSNEST
LS	2	Bracca	4	1	1	Threepio & Chewie	C3POCHEWBACCA
LS	2	Bracca	4	1	2	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	2	Bracca	4	1	3	Razor Crest	RAZORCREST
LS	2	Bracca	4	1	4	Bodhi Rook	BODHIROOK
LS	2	Bracca	4	1	5	CT-5555 "Fives"	CT5555
LS	2	Bracca	4	2	1	Greef Karga	GREEFKARGA
LS	2	Bracca	4	2	2	Ben Solo	BENSOLO
LS	2	Bracca	4	2	3	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	2	Bracca	4	2	4	Ghost	GHOST
LS	2	Bracca	4	2	5	R2-D2	R2D2_LEGENDARY
LS	2	Bracca	4	3	1	Profundity	CAPITALPROFUNDITY
LS	2	Bracca	4	3	2	Razor Crest	RAZORCREST
LS	2	Bracca	4	3	3	Ben Solo	BENSOLO
LS	2	Bracca	4	3	4	Veteran Smuggler Chewbacca	SMUGGLERCHEWBACCA
LS	2	Bracca	4	3	5	Omega	BADBATCHOMEGA
LS	2	Bracca	5	1	1	Bistan's U-wing	UWINGSCARIF
LS	2	Bracca	5	1	2	Razor Crest	RAZORCREST
LS	2	Bracca	5	1	3	Ben Solo	BENSOLO
LS	2	Bracca	5	1	4	Rey (Jedi Training)	REYJEDITRAINING
LS	2	Bracca	5	1	5	Ezra Bridger	EZRABRIDGERS3
LS	2	Bracca	5	2	1	Outrider	OUTRIDER
LS	2	Bracca	5	2	2	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	2	Bracca	5	2	3	Razor Crest	RAZORCREST
LS	2	Bracca	5	2	4	Chewbacca	CHEWBACCALEGENDARY
LS	2	Bracca	5	2	5	Grand Master Yoda	GRANDMASTERYODA
LS	2	Bracca	5	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	2	Bracca	5	3	2	Razor Crest	RAZORCREST
LS	2	Bracca	5	3	3	Ben Solo	BENSOLO
LS	2	Bracca	5	3	4	Han's Millennium Falcon	MILLENNIUMFALCON
LS	2	Bracca	5	3	5	Kanan Jarrus	KANANJARRUSS3
LS	2	Bracca	6	1	1	CT-7567 "Rex"	CT7567
LS	2	Bracca	6	1	2	Ben Solo	BENSOLO
LS	2	Bracca	6	1	3	Razor Crest	RAZORCREST
LS	2	Bracca	6	1	4	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	2	Bracca	6	1	5	Raven's Claw	RAVENSCLAW
LS	2	Bracca	6	2	1	Vandor Chewbacca	YOUNGCHEWBACCA
LS	2	Bracca	6	2	2	Razor Crest	RAZORCREST
LS	2	Bracca	6	2	3	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	2	Bracca	6	2	4	Grand Master Yoda	GRANDMASTERYODA
LS	2	Bracca	6	2	5	C-3PO	C3POLEGENDARY
LS	2	Bracca	6	3	1	Rey	GLREY
LS	2	Bracca	6	3	2	Ben Solo	BENSOLO
LS	2	Bracca	6	3	3	Razor Crest	RAZORCREST
LS	2	Bracca	6	3	4	Padm̩ Amidala	PADMEAMIDALA
LS	2	Bracca	6	3	5	Teebo	TEEBO
LS	3	Kashyyyk	1	1	1	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	3	Kashyyyk	1	1	2	R2-D2	R2D2_LEGENDARY
LS	3	Kashyyyk	1	1	3	Logray	LOGRAY
LS	3	Kashyyyk	1	1	4	Mace Windu	MACEWINDU
LS	3	Kashyyyk	1	1	5	Han Solo	HANSOLO
LS	3	Kashyyyk	1	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	3	Kashyyyk	1	2	2	Padm̩ Amidala	PADMEAMIDALA
LS	3	Kashyyyk	1	2	3	Hermit Yoda	HERMITYODA
LS	3	Kashyyyk	1	2	4	Razor Crest	RAZORCREST
LS	3	Kashyyyk	1	2	5	C-3PO	C3POLEGENDARY
LS	3	Kashyyyk	1	3	1	Rey	GLREY
LS	3	Kashyyyk	1	3	2	R2-D2	R2D2_LEGENDARY
LS	3	Kashyyyk	1	3	3	Hermit Yoda	HERMITYODA
LS	3	Kashyyyk	1	3	4	Razor Crest	RAZORCREST
LS	3	Kashyyyk	1	3	5	Jedi Knight Anakin	ANAKINKNIGHT
LS	3	Kashyyyk	2	1	1	Razor Crest	RAZORCREST
LS	3	Kashyyyk	2	1	2	Commander Luke Skywalker	COMMANDERLUKESKYWALKER
LS	3	Kashyyyk	2	1	3	Ki-Adi-Mundi	KIADIMUNDI
LS	3	Kashyyyk	2	1	4	BB-8	BB8
LS	3	Kashyyyk	2	1	5	Logray	LOGRAY
LS	3	Kashyyyk	2	2	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	3	Kashyyyk	2	2	2	Han's Millennium Falcon	MILLENNIUMFALCON
LS	3	Kashyyyk	2	2	3	Ki-Adi-Mundi	KIADIMUNDI
LS	3	Kashyyyk	2	2	4	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	3	Kashyyyk	2	2	5	Jedi Knight Revan	JEDIKNIGHTREVAN
LS	3	Kashyyyk	2	3	1	Jedi Master Kenobi	JEDIMASTERKENOBI
LS	3	Kashyyyk	2	3	2	BB-8	BB8
LS	3	Kashyyyk	2	3	3	Logray	LOGRAY
LS	3	Kashyyyk	2	3	4	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	3	Kashyyyk	2	3	5	Raven's Claw	RAVENSCLAW
LS	3	Kashyyyk	3	1	1	Commander Ahsoka Tano	COMMANDERAHSOKA
LS	3	Kashyyyk	3	1	2	Greef Karga	GREEFKARGA
LS	3	Kashyyyk	3	1	3	Ki-Adi-Mundi	KIADIMUNDI
LS	3	Kashyyyk	3	1	4	Clone Sergeant - Phase I	CLONESERGEANTPHASEI
LS	3	Kashyyyk	3	1	5	General Kenobi	GENERALKENOBI
LS	3	Kashyyyk	3	2	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	3	Kashyyyk	3	2	2	Han's Millennium Falcon	MILLENNIUMFALCON
LS	3	Kashyyyk	3	2	3	Rebel Officer Leia Organa	HOTHLEIA
LS	3	Kashyyyk	3	2	4	Ben Solo	BENSOLO
LS	3	Kashyyyk	3	2	5	Grand Master Yoda	GRANDMASTERYODA
LS	3	Kashyyyk	3	3	1	Jedi Master Luke Skywalker	GRANDMASTERLUKE
LS	3	Kashyyyk	3	3	2	R2-D2	R2D2_LEGENDARY
LS	3	Kashyyyk	3	3	3	Rebel Officer Leia Organa	HOTHLEIA
LS	3	Kashyyyk	3	3	4	Razor Crest	RAZORCREST
